

3.33333333333333390E-7	0.00000000000000000E0
6.66666666666666790E-7	2.43607690589157500E-4
1.00000000000000020E-6	1.29471303622587210E-3
1.33333333333333350E-6	1.26888953381376510E-3
1.66666666666666700E-6	3.74352967288740500E-3
2.00000000000000040E-6	6.11035665061944580E-3
2.33333333333333350E-6	3.52922435153270180E-3
2.66666666666666700E-6	1.29631860795217620E-2
3.00000000000000000E-6	7.62402208698934380E-3
3.33333333333333390E-6	1.46963103929322700E-2
3.66666666666666700E-6	2.38812678011980230E-2
4.00000000000000090E-6	1.10697842013343010E-2
4.33333333333333390E-6	4.23802213339078900E-2
4.66666666666666700E-6	6.73993277476382960E-3
5.00000000000000000E-6	7.56408078805227820E-2
5.33333333333333390E-6	6.45530244998682260E-2
5.66666666666666610E-6	9.58692459029680850E-2
6.00000000000000000E-6	1.94660350128127970E-1
6.33333333333333300E-6	4.02432395774418610E-2
6.66666666666666790E-6	3.10433508756837820E-1
7.00000000000000090E-6	3.29675561808977280E-1
7.33333333333333390E-6	1.06916838147260760E-1
7.66666666666666700E-6	4.99505855589472510E-1
8.00000000000000180E-6	3.03465491140172670E-1
8.33333333333333570E-6	4.74842670040526470E-1
8.66666666666666790E-6	5.17814524825511850E-1
9.00000000000000180E-6	3.13498793956413820E-1
9.33333333333333390E-6	8.96932202627863260E-1
9.66666666666666790E-6	8.89536907804840380E-2
1.00000000000000000E-5	2.05385782908473890E0
1.03333333333333320E-5	2.94913035273293470E0
1.06666666666666690E-5	1.91075000343376990E0
1.10000000000000030E-5	3.14544040413020110E0
1.13333333333333330E-5	4.26893535359148310E0
1.16666666666666670E-5	2.80764321309813920E0
1.20000000000000000E-5	2.13548641765503030E0
1.23333333333333340E-5	3.68064964753167120E0
1.26666666666666660E-5	3.50320059401486140E0
1.30000000000000000E-5	2.15199746528338400E0
1.33333333333333350E-5	3.39404939397662670E0
1.36666666666666670E-5	4.60446859663115230E0
1.40000000000000010E-5	3.34801231659564770E0
1.43333333333333330E-5	1.96769575390038100E0
1.46666666666666680E-5	2.66225250121576270E0
1.50000000000000000E-5	2.76958150762680550E0
1.53333333333333340E-5	4.65168521930716410E0
1.56666666666666690E-5	5.35462858934999360E0
1.60000000000000030E-5	3.56448877085424790E0
1.63333333333333350E-5	2.91668851871112490E0
1.66666666666666700E-5	2.49205159883467390E0
1.70000000000000020E-5	2.59823458407516710E0
1.73333333333333360E-5	3.10178154308078200E0
1.76666666666666660E-5	1.55623320231212730E0
1.80000000000000030E-5	3.72843313167077680E0
1.83333333333333350E-5	4.22136291625503630E0
1.86666666666666670E-5	2.22414625791284330E0
1.90000000000000040E-5	2.65907094505343440E0
1.93333333333333360E-5	2.42961531369636140E0
1.96666666666666680E-5	2.93850856820569280E0
2.00000000000000000E-5	3.22800025933930050E0
2.03333333333333320E-5	2.72309631637326750E0
2.06666666666666640E-5	4.37083116753068080E0
2.10000000000000050E-5	4.10693638613962090E0
2.13333333333333370E-5	2.12874128905816340E0
2.16666666666666700E-5	3.18153871068448300E0
2.20000000000000060E-5	3.91436557027113350E0
2.23333333333333380E-5	2.28921278311687940E0
2.26666666666666660E-5	2.44733679125194210E0
2.29999999999999980E-5	4.01216550519184260E0
2.33333333333333350E-5	2.62920377801561860E0
